video_id,title,url,upload_date,duration_sec,view_count
hha_vVDPxhk,インプラントで失敗する人の共通点について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hha_vVDPxhk,,492.0,
URGMquiHofg,歯周病の恐ろしい５つのサイン　その症状手遅れ寸前？知らないと歯を失います,https://www.youtube.com/watch?v=URGMquiHofg,,342.0,
BMPeiaf5Rx8,お口の健康を守るため定期検診を続けましょう　岡山の歯科医師が日々の歯磨きと歯科医院での定期検診の大切さをお話します,https://www.youtube.com/watch?v=BMPeiaf5Rx8,,296.0,
sEetl2U6gD4,歯医者が突然消える！夜逃げ・廃業　歯科トラブルの真相　あなたの歯科医院は大丈夫ですか？,https://www.youtube.com/watch?v=sEetl2U6gD4,,820.0,
ulsXTMtqdjo,【５０代・６０代のあなたへ】こんな歯医者に通うと絶対後悔します,https://www.youtube.com/watch?v=ulsXTMtqdjo,,653.0,
Oo5lQ9sT6lQ,２０２６年６月から歯医者の予約をキャンセルするとお金がかかる？岡山の歯科医師がキャンセル料について解説します,https://www.youtube.com/watch?v=Oo5lQ9sT6lQ,,519.0,
nrVNkp9Bxms,歯医者が絶対言わない真実　10年後歯医者は消える？　AIとロボットが変える歯科医療の未来について解説します,https://www.youtube.com/watch?v=nrVNkp9Bxms,,597.0,
hJVUKnLokXU,【インプラント】わかりやすくまんがで紹介します,https://www.youtube.com/watch?v=hJVUKnLokXU,,570.0,
fDPj4D6arYg,歯医者が絶対言わない真実　入れ歯の真実　誰も教えてくれなかった入れ歯の「本当の問題」について解説します,https://www.youtube.com/watch?v=fDPj4D6arYg,,427.0,
TTqw7o_YulQ,歯医者が絶対言わない真実　歯医者が絶対食べない食べ物BEST5　あなたが毎日食べているあれが歯を蝕んでいます,https://www.youtube.com/watch?v=TTqw7o_YulQ,,513.0,
5xot6YzOdlQ,歯医者が絶対言わない真実　歯周病の恐怖　歯が抜けるだけじゃない　 命に関わる病気,https://www.youtube.com/watch?v=5xot6YzOdlQ,,546.0,
fdZjAVIo7PI,歯医者が絶対言わない真実 　インプラントの真実　成功率95%以上なのに失敗する人の共通点について対談で解説します,https://www.youtube.com/watch?v=fdZjAVIo7PI,,492.0,
mgXoPt29jwA,歯医者が絶対言わない真実 その歯磨き全部間違いです 毎日やっているのに虫歯になる理由について対談で解説します,https://www.youtube.com/watch?v=mgXoPt29jwA,,395.0,
F89JkFLSWqk,【歯医者が絶対言わない真実】歯医者が本当に嫌がる患者５選について対談形式でお伝えします,https://www.youtube.com/watch?v=F89JkFLSWqk,,651.0,
a28kkHl8Wa4,【笑気麻酔】導入しました！歯の治療が怖い方 インプラント治療など安心して治療を受けることができます,https://www.youtube.com/watch?v=a28kkHl8Wa4,,409.0,
ncmPqMjq1Bs,【ブルーラジカル治療】おすすめする理由　光で菌を撃退する痛みの少ない歯周病治療です,https://www.youtube.com/watch?v=ncmPqMjq1Bs,,440.0,
D1sa5dwyuhg,【歯医者が絶対言わない真実】虫歯になる人の共通点　実は歯みがきより食べ方が虫歯の最大の原因です,https://www.youtube.com/watch?v=D1sa5dwyuhg,,418.0,
45oul_cFLlg,歯医者が絶対言わない真実　歯医者選びの真実　コンビニより多い歯医者　どこを選ぶかで歯の寿命が変わる,https://www.youtube.com/watch?v=45oul_cFLlg,,698.0,
SvZy344yg_g,新人歯科衛生士3名を紹介します（岡山市北区のなかの歯科・矯正歯科クリニック）,https://www.youtube.com/watch?v=SvZy344yg_g,,524.0,
O6rBuNTfof4,【歯医者が絶対言わない真実】その歯磨き全部間違いです　毎日やっているのに虫歯になる理由がわかります,https://www.youtube.com/watch?v=O6rBuNTfof4,,558.0,
2iYnlg3W1Hc,【歯医者が絶対言わない真実】インプラント成功率95%以上なのに失敗する人の共通点とは？,https://www.youtube.com/watch?v=2iYnlg3W1Hc,,468.0,
sISswYblMdM,【歯医者が絶対言わない真実】歯医者が本当に嫌がる患者５選,https://www.youtube.com/watch?v=sISswYblMdM,,578.0,
CBTy8MD6lTE,【歯医者が絶対言わない真実】日本人が歯を失う原因１位は虫歯ではありません　知らないと手遅れになる「歯周病」の真実,https://www.youtube.com/watch?v=CBTy8MD6lTE,,457.0,
RMhwZAM3a6o,９９％の人が知らない虫歯の予防法のポイントについて岡山の歯科が解説します,https://www.youtube.com/watch?v=RMhwZAM3a6o,,444.0,
wFuGTZne0dk,歯周病の正しい予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=wFuGTZne0dk,,705.0,
7tLkMJz3B2s,【歯周病】正しい予防法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=7tLkMJz3B2s,,429.0,
3U7GPIHf6wE,９９％の人が知らない虫歯予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=3U7GPIHf6wE,,338.0,
JjdHy8z5f9o,【歯周病】にマウスウォッシュは？岡山の歯科医師が歯周病に効果のあるマウスウォッシュについて解説します,https://www.youtube.com/watch?v=JjdHy8z5f9o,,346.0,
KFczd7Ks1DA,【歯科医師募集】本気で成長したい方へ！人生が変わる歯科医院,https://www.youtube.com/watch?v=KFczd7Ks1DA,,583.0,
Kr3KsgeyrCI,【保険が効く白い歯】CAD/CAM冠を入れる前に知ってほしい5つの事実,https://www.youtube.com/watch?v=Kr3KsgeyrCI,,490.0,
uaoMX-9FU3w,イラン・イスラエル紛争が歯科医院経営に及ぼす悪影響,https://www.youtube.com/watch?v=uaoMX-9FU3w,,697.0,
dCH-jXpWCVU,Chino THE METHOD　美骨師の流田ひろこさんをご紹介します,https://www.youtube.com/watch?v=dCH-jXpWCVU,,360.0,
ygyORoiYKJc,痛みのない虫歯治療への道　歯医者が怖い方へ！,https://www.youtube.com/watch?v=ygyORoiYKJc,,512.0,
RjnLJUq0SS0,歯の黄ばみでお悩みの方　原因別の治療法を岡山の歯科医師が解説します,https://www.youtube.com/watch?v=RjnLJUq0SS0,,704.0,
wtLv98KYnB8,【速報】２０２６年第１１９回歯科医師国家試験の合格率について,https://www.youtube.com/watch?v=wtLv98KYnB8,,512.0,
wLzkPZalX8U,審美歯科とは？見た目と機能　両方を大切にする歯科治療について岡山に歯科医が解説します,https://www.youtube.com/watch?v=wLzkPZalX8U,,544.0,
yOzdRgzeAeY,【抜歯】と歯医者で言われても歯を残すことが出来る3つの方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=yOzdRgzeAeY,,641.0,
sijvTPDaqeU,【テレビ出演】報道ステーションに出ました,https://www.youtube.com/watch?v=sijvTPDaqeU,,517.0,
eoTuCLzV5g8,【イラン　イスラエル紛争】歯科医院経営に及ぼす悪影響について,https://www.youtube.com/watch?v=eoTuCLzV5g8,,459.0,
27vKbQoCE7w,ドリルで削らない痛みのない最新虫歯治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=27vKbQoCE7w,,689.0,
hnPrlfQHuEo,【口臭】ケア対策について日本口臭学会の会員　岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hnPrlfQHuEo,,289.0,
VjISPTkf_Eo,【歯の黄ばみ】毎日磨いているのになぜ？原因別に白い歯を取り戻す方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=VjISPTkf_Eo,,478.0,
9CJGHmYwMjM,【審美歯科】お口元で年齢は変わる！将来を考えた歯科治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=9CJGHmYwMjM,,522.0,
Z2ukFo9JiBw,【歯の寿命を延ばす】セラミック治療の真実｜銀歯のリスクと後悔しない選択肢を岡山の歯科医師が解説,https://www.youtube.com/watch?v=Z2ukFo9JiBw,,303.0,
UEgUywSiS58,親知らず　放置して顔が腫れて大変なことに！,https://www.youtube.com/watch?v=UEgUywSiS58,,261.0,
JvzmIG15hoc,たかが虫歯・されど虫歯,https://www.youtube.com/watch?v=JvzmIG15hoc,,471.0,
YJ2W5WFyNMY,【震災の教訓】避難所で命を落とさないために！岡山の歯科医が教える「災害時のお口のケア」,https://www.youtube.com/watch?v=YJ2W5WFyNMY,,480.0,
zTVS-KdSDIw,【抜歯】と言われても歯を残すことが出来る3つの方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=zTVS-KdSDIw,,420.0,
Sh1vg8X4OWI,【舌がん】の恐怖！口内炎じゃないかも知れません？　岡山の歯科医師が舌がんの早期発見について解説します,https://www.youtube.com/watch?v=Sh1vg8X4OWI,,280.0,
hOn4hDHYQVw,大切な歯を失ったらインプラント　入れ歯　ブリッジ　それぞれのメリット・デメリットについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hOn4hDHYQVw,,523.0,
2AEgVdf_03k,【ホワイトニング】輝く白い歯を！岡山の歯科医師が正しいホワイトニングについて解説します,https://www.youtube.com/watch?v=2AEgVdf_03k,,307.0,
QMGaZML_3KQ,【危険】こんな歯医者に要注意！５つのタイプについて岡山の歯科医師が対談形式で解説します,https://www.youtube.com/watch?v=QMGaZML_3KQ,,734.0,
CAwSsj9ZSK8,災害時にこそ大切なお口のケア　誤嚥性肺炎を防ぐためにできることについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=CAwSsj9ZSK8,,507.0,
G3Y3pZqvFZI,【虫歯は削らない！】歯が再生する最新研究　痛くない未来の治療,https://www.youtube.com/watch?v=G3Y3pZqvFZI,,485.0,
CDvYyZLfwPE,【危険】こんな歯医者に要注意！５つのタイプについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=CDvYyZLfwPE,,506.0,
GqBfV6iMXsg,インプラント治療のメリット・デメリット　岡山の歯科医師が徹底解説します,https://www.youtube.com/watch?v=GqBfV6iMXsg,,539.0,
-Zj3XnoK0Mk,始めるタイミングが大事　こどもの矯正治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=-Zj3XnoK0Mk,,924.0,
JFNUvAafO2w,人は口から衰える！あなたのお口は大丈夫ですか？岡山の歯科医師が５つのポイントについて解説します,https://www.youtube.com/watch?v=JFNUvAafO2w,,529.0,
1iAAWMYBwBo,【マウスピース矯正】こっそり歯並びを治したいあなたへ！岡山の歯科医師が徹底解説します,https://www.youtube.com/watch?v=1iAAWMYBwBo,,443.0,
fKbL9ojkpe8,保険治療と自費治療の違いについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=fKbL9ojkpe8,,453.0,
gsvLJw-TrZk,あなたは骨が無いからインプラントは出来ませんと言われたら,https://www.youtube.com/watch?v=gsvLJw-TrZk,,366.0,
sjibQOcajnw,テレビ朝日系の番組「報道ステーション」 に出演しました,https://www.youtube.com/watch?v=sjibQOcajnw,,286.0,
1NojOjqPTWg,インプラント前に必ず聞いてほしい3つの質問,https://www.youtube.com/watch?v=1NojOjqPTWg,,554.0,
P_G_FTfrh20,求職者の皆さまにお伝えしたい「岡山なかの歯科・矯正歯科クリニック」が働きやすい５つの理由,https://www.youtube.com/watch?v=P_G_FTfrh20,,506.0,
jxGWbLaI3mo,「銀歯を入れるほど歯医者は赤字？」金・銀高騰で歯科医院が悲鳴を上げる？,https://www.youtube.com/watch?v=jxGWbLaI3mo,,552.0,
Nfx1MuH8NeI,歯医者でHow Much？高額機器のお値段あなたは知っていますか！？,https://www.youtube.com/watch?v=Nfx1MuH8NeI,,783.0,
ki19ahGzuFk,口内崩壊！人は口から衰える？岡山の歯科医師がお口の中の健康の大切さについて解説します,https://www.youtube.com/watch?v=ki19ahGzuFk,,446.0,
Yaqt6F-W6as,なかの歯科・矯正歯科クリニック　２０２６年の目標　原点回帰,https://www.youtube.com/watch?v=Yaqt6F-W6as,,184.0,
UB8Ito-Jv60,こどもの歯科矯正　はじめるタイミングが大事　岡山の歯科医師が解説します,https://www.youtube.com/watch?v=UB8Ito-Jv60,,388.0,
tgEgQIG2GX4,2026年が素敵な1年になりますように！なかの歯科・矯正歯科クリニック院長からスタッフへのビデオレター,https://www.youtube.com/watch?v=tgEgQIG2GX4,,189.0,
R2737eJNep4,2025年を振り返って【岡山なかの歯科・矯正歯科クリニック】,https://www.youtube.com/watch?v=R2737eJNep4,,566.0,
RTWQx62f2S4,歯の定期健診のススメ　なぜ痛くもないのにメンテナンス来院が必要なのか？岡山の歯科医師がマンガで分かりやすく解説します,https://www.youtube.com/watch?v=RTWQx62f2S4,,318.0,
mcqAtPCyzKU,小児矯正はいつから？親ができる準備について解説します,https://www.youtube.com/watch?v=mcqAtPCyzKU,,604.0,
fbAVlPbNZdo,ニューヨークに行って来ました　Greater New York歯科展示会へ！,https://www.youtube.com/watch?v=fbAVlPbNZdo,,737.0,
Fx2Jtaf8XrU,歯科の〇✖クイズ【上級？編】あなたは何問正解できますか？,https://www.youtube.com/watch?v=Fx2Jtaf8XrU,,693.0,
Wohfvxzjs3I,インプラント　ブリッジ　入れ歯　後悔しない選び方,https://www.youtube.com/watch?v=Wohfvxzjs3I,,477.0,
9rGxmIbtwi0,【求人】なかの歯科・矯正歯科クリニックが働きやすい５つの理由についてアニメでお伝えします,https://www.youtube.com/watch?v=9rGxmIbtwi0,,176.0,
Y4lMX7RvmxM,【ブルーラジカル】世界初の歯周病治療器を導入　治療を始めました,https://www.youtube.com/watch?v=Y4lMX7RvmxM,,402.0,
GI-DE2MJMlI,なかの歯科・矯正歯科クリニックが選ばれる５つの理由についてアニメでお伝えします,https://www.youtube.com/watch?v=GI-DE2MJMlI,,202.0,
QmEGv97M0wk,歯科の〇✖クイズ【初級・中級編】あなたは何問正解できますか？,https://www.youtube.com/watch?v=QmEGv97M0wk,,524.0,
S8D2z-hc2XQ,世にも恐ろしい感染症のお話　誤嚥性肺炎について対談で解説します,https://www.youtube.com/watch?v=S8D2z-hc2XQ,,469.0,
-c1UcLYIpcE,歯を失うと介護が必要になる！衝撃のデータを公開します,https://www.youtube.com/watch?v=-c1UcLYIpcE,,516.0,
0l7rnTd37xc,歯磨きだけじゃ取れない歯石【隠れ歯石】の恐怖について！,https://www.youtube.com/watch?v=0l7rnTd37xc,,450.0,
AUfs5KQafDI,常識逆転！自宅で虫歯を治す方法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=AUfs5KQafDI,,424.0,
sY5ymC_LckU,インプラント・ブリッジ・入れ歯　歯を失ったときの後悔しない治療法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=sY5ymC_LckU,,525.0,
_j6bl1bH7UU,大人のマウスピース矯正　もう遅い？今さら・・・とお考えの方に！,https://www.youtube.com/watch?v=_j6bl1bH7UU,,514.0,
XCwB-xxxPBs,世にも恐ろしい感染症のお話　誤嚥性肺炎について解説します,https://www.youtube.com/watch?v=XCwB-xxxPBs,,377.0,
NM5S5s0ghSg,【虫歯】自宅でを治す？新常識について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=NM5S5s0ghSg,,754.0,
maA8_OudnLA,NHK「所さん！事件ですよ」で取材された【埋蔵金？】銀歯が売れる！,https://www.youtube.com/watch?v=maA8_OudnLA,,353.0,
hyFgObJYRgA,【隠れ歯石】見えない歯石が命を奪う！？歯周病の原因と予防について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hyFgObJYRgA,,312.0,
qNSxBPCiDkM,【インプラント】人生を変える新時代の治療法について解説します,https://www.youtube.com/watch?v=qNSxBPCiDkM,,427.0,
Qqbl8sTGhIc,歯を失うと介護リスク１５.６倍！岡山の現役歯科医師が健康に長生きするための秘訣をお話します,https://www.youtube.com/watch?v=Qqbl8sTGhIc,,402.0,
gvGW4mqmQZ0,後悔しないためのセラミック治療について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=gvGW4mqmQZ0,,320.0,
lVFjqzYzfUY,【歯周病】静かに進む沈黙の病気　気がつけば歯が抜ける？治療法と日々のケアについて解説します,https://www.youtube.com/watch?v=lVFjqzYzfUY,,380.0,
Hg2hdBoPwPY,朝起きたら顎が痛い！歯がボロボロになる歯ぎしりの恐怖,https://www.youtube.com/watch?v=Hg2hdBoPwPY,,438.0,
m-gC9Ge1qlw,【親知らず】放置して顔が腫れて激痛,https://www.youtube.com/watch?v=m-gC9Ge1qlw,,274.0,
qzxc_Vuzrwk,インプラント周囲炎になると・・・岡山の歯科医師が予防法について解説します,https://www.youtube.com/watch?v=qzxc_Vuzrwk,,583.0,
e3ld5zTTWs8,歯科医師が本音で語る「おすすめしない歯科治療」,https://www.youtube.com/watch?v=e3ld5zTTWs8,,649.0,
YzMu9doUn8g,たかが虫歯・されど虫歯放置するとどうなる？ 岡山の歯科医師が虫歯の進行について解説します,https://www.youtube.com/watch?v=YzMu9doUn8g,,432.0,
argEaEG8o98,【歯とお口の定期検診】についてアニメで解説します,https://www.youtube.com/watch?v=argEaEG8o98,,111.0,
ifOi3ZPUnoM,歯医者が大倒産時代？大廃業時代？　歯科医院の倒産・休廃業の現状とその要因について解説します,https://www.youtube.com/watch?v=ifOi3ZPUnoM,,672.0,
MSP36rCTw0Q,【ブルーラジカル】世界初の歯周病治療器　導入しました,https://www.youtube.com/watch?v=MSP36rCTw0Q,,308.0,
3tyWgNxVZT8,【後払いシステム】を導入しました　岡山市北区　なかの歯科・矯正歯科クリニック,https://www.youtube.com/watch?v=3tyWgNxVZT8,,267.0,
fTQgzA78HTw,中野愛輔のAI歯科相談室はじまりました,https://www.youtube.com/watch?v=fTQgzA78HTw,,369.0,
lYgvnrsaReQ,インプラント１本６０万円　この価格　妥当ですか？,https://www.youtube.com/watch?v=lYgvnrsaReQ,,499.0,
juC7FUYyxm4,【ブルーラジカル】世界初の歯周病治療器をアニメで分かりやすく解説します,https://www.youtube.com/watch?v=juC7FUYyxm4,,237.0,
U4te6uFv-_o,【セルフホワイトニングでトラブル急増中！】危険なカラクリと歯科ホワイトニングとの違いを岡山の歯科医師が解説,https://www.youtube.com/watch?v=U4te6uFv-_o,,446.0,
lesL8B66boQ,サンフランシスコ　ロサンゼルスで定点観測　日本の歯科を未来予想します,https://www.youtube.com/watch?v=lesL8B66boQ,,1190.0,
GVpatqlcaaE,歯の治療 この治療だけは正直おすすめ出来ません　岡山の歯科医師が本音で語ります,https://www.youtube.com/watch?v=GVpatqlcaaE,,600.0,
v7Ki3UlDofk,歯科医院の倒産・休廃業の現状とその要因について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=v7Ki3UlDofk,,491.0,
j5vrwxTfjOU,歯科の情報をマスコミの方々に積極的に提供させていただきます,https://www.youtube.com/watch?v=j5vrwxTfjOU,,576.0,
H9bzA9yqBrc,【インプラント1本60万円】岡山の歯科医師が費用相場を徹底解説します,https://www.youtube.com/watch?v=H9bzA9yqBrc,,610.0,
-VszTrH8boY,岡山市「なかの歯科・矯正歯科クリニック」のキャリア・パートナーシップについて,https://www.youtube.com/watch?v=-VszTrH8boY,,459.0,
PKrMos6HP90,【歯科医師募集】岡山で一緒に働く新しい仲間を探しています！,https://www.youtube.com/watch?v=PKrMos6HP90,,184.0,
SyT_K00n7mI,中野愛輔のAIを活用したLINE歯科相談室はじまります,https://www.youtube.com/watch?v=SyT_K00n7mI,,173.0,
4h7VNVSIZG8,オールオン４治療を受ける歯科医院の選び方【その７】,https://www.youtube.com/watch?v=4h7VNVSIZG8,,393.0,
Xqrl0ROWBrg,岡山で一緒に働く歯科医師を募集します,https://www.youtube.com/watch?v=Xqrl0ROWBrg,,650.0,
XoiNGmXnsCg,【魔法のインプラント】商標登録しました　多くの治療実績　静脈内鎮静法を使ったオールオン４治療について解説します,https://www.youtube.com/watch?v=XoiNGmXnsCg,,446.0,
7vLMupb0xWw,【歯が溶ける！？】酸蝕症とは？原因と対策を岡山の歯科医師が解説,https://www.youtube.com/watch?v=7vLMupb0xWw,,309.0,
yKzI2MytY-A,【災害時の口腔ケア】災害時お口の中のケアが命を守る！岡山の歯科医師がケア法について解説します,https://www.youtube.com/watch?v=yKzI2MytY-A,,357.0,
VelHk1YuJLc,【要注意！】夏に親知らずが腫れやすい理由について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=VelHk1YuJLc,,283.0,
m-ilauKRoTs,【インプラントストーリー】インプラント治療が良く分かる！特別冊子無料プレゼント,https://www.youtube.com/watch?v=m-ilauKRoTs,,197.0,
UZFaTg7MR9A,６０歳からのインプラント　高齢でも手術はできるの？,https://www.youtube.com/watch?v=UZFaTg7MR9A,,439.0,
FfBDg9L6WcA,暑い夏に急増するお口のトラブル５選について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=FfBDg9L6WcA,,331.0,
gMdhg8L2CyU,銀歯って売れるの？岡山の歯科医師が検証　実際にブックオフで売ってみた結果,https://www.youtube.com/watch?v=gMdhg8L2CyU,,643.0,
qyAtLCUIuVs,【インプラント】失敗例から学ぶ後悔しない選び方,https://www.youtube.com/watch?v=qyAtLCUIuVs,,374.0,
fS4xJGBOYGY,【マウスピース矯正で失敗？】よくあるトラブルと対処法を岡山の歯科医が解説します,https://www.youtube.com/watch?v=fS4xJGBOYGY,,511.0,
6FupFSjjVQU,【GOLD高騰の裏側】金の価格高騰が歯科治療や歯科医院に与える影響,https://www.youtube.com/watch?v=6FupFSjjVQU,,573.0,
WI7QM9giBlY,小児矯正の第二期治療についてアニメで解説します,https://www.youtube.com/watch?v=WI7QM9giBlY,,49.0,
5SiCXyfWXME,こんな患者さんは歯科治療が難しくなります　岡山の歯科医師が本音を語ります,https://www.youtube.com/watch?v=5SiCXyfWXME,,460.0,
TsWNE_wlRAw,オールオン４治療を受ける歯科医院の選び方【その６】,https://www.youtube.com/watch?v=TsWNE_wlRAw,,356.0,
74qN0klENb4,総入れ歯の寿命は？長持ちさせる秘訣とは 岡山の歯科医師が徹底解説します,https://www.youtube.com/watch?v=74qN0klENb4,,556.0,
usa1pOP53j0,【歯ぎしり】が引き起こす意外なトラブル５選　岡山の歯科医師が徹底解説します,https://www.youtube.com/watch?v=usa1pOP53j0,,424.0,
CEgGwD3-Yg4,【魔法のインプラント】商標登録は患者様との約束,https://www.youtube.com/watch?v=CEgGwD3-Yg4,,360.0,
UhmHinbRAzM,岡山の歯科医が教える！失敗しない歯科医院の選び方５選,https://www.youtube.com/watch?v=UhmHinbRAzM,,825.0,
nS5Q7dZcZCk,小児矯正　歯科医院選びのポイントについてアニメで解説します,https://www.youtube.com/watch?v=nS5Q7dZcZCk,,54.0,
4KVRyYdRuIg,【オールオン4】たった1日で新しい歯を！人生が変わる治療法について徹底解説,https://www.youtube.com/watch?v=4KVRyYdRuIg,,519.0,
7D96qey4Yss,【健康の秘訣は「噛むこと」にあり！】しっかり噛める歯で豊かな毎日を！,https://www.youtube.com/watch?v=7D96qey4Yss,,612.0,
cFF7zxdAAuU,オールオン４治療を受ける歯科医院の選び方【その５】　失敗を避けるためのポイントについて解説します,https://www.youtube.com/watch?v=cFF7zxdAAuU,,436.0,
hQ0mJyflBBo,歯周病は放っておくと命に関わる！？糖尿病・認知症との関係について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=hQ0mJyflBBo,,422.0,
8-CHEXuRY2E,マウスピース矯正治療のメリット・デメリットについてアニメでお伝えします,https://www.youtube.com/watch?v=8-CHEXuRY2E,,63.0,
OX4zysXIXpU,歯科医院でセカンドオピニオンを受ける際の注意点について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=OX4zysXIXpU,,734.0,
9P9zXZQysH8,歯の治療　この治療だけは正直おすすめできません　現役歯科医師が本音でお話します,https://www.youtube.com/watch?v=9P9zXZQysH8,,641.0,
WyFe7gGeMHg,歯周病の治療法と10のセルフチェックについて岡山の歯科医師が解説します,https://www.youtube.com/watch?v=WyFe7gGeMHg,,821.0,
lkkcqx9fKiE,教えてインプラント　ブリッジ治療のメリット・デメリットについてアニメで解説します,https://www.youtube.com/watch?v=lkkcqx9fKiE,,53.0,
qudy5HMEmng,岡山の歯科医が教える失敗しない歯科医院の選び方５選,https://www.youtube.com/watch?v=qudy5HMEmng,,589.0,
bIvH10s9pU0,痛みが少ないホワイトニングで輝く笑顔を！,https://www.youtube.com/watch?v=bIvH10s9pU0,,226.0,
AzRAG-B9NBA,虫歯治療　歯医者さんはどうするの？岡山の歯科医師が虫歯治療について詳しくお話します,https://www.youtube.com/watch?v=AzRAG-B9NBA,,715.0,
aAECKcNx3vE,オールオン４治療を受ける歯科医院の選び方【その４】自分に合った歯科医院を選ぶために,https://www.youtube.com/watch?v=aAECKcNx3vE,,535.0,
FiG4jfHm7Js,おすすめ歯科医院ガイド【岡山市】最新情報　２０２５,https://www.youtube.com/watch?v=FiG4jfHm7Js,,505.0,
_6DdS4z5RBc,入れ歯治療の進め方について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=_6DdS4z5RBc,,369.0,
HP7rEsA6LO0,小児矯正　お子さまの歯並びの注意点についてアニメで解説します,https://www.youtube.com/watch?v=HP7rEsA6LO0,,55.0,
nZquGFxxdbk,オールオン４治療を受ける歯科医院の選び方【その３】費用について解説します,https://www.youtube.com/watch?v=nZquGFxxdbk,,336.0,
lckQ-xc2Ci4,【ブリッジ】むし歯治療　歯を失ったときの治療法について岡山の歯科医師が解説します,https://www.youtube.com/watch?v=lckQ-xc2Ci4,,219.0,
KpgqQ5P3e1A,かぶせもの治療（歯の根の治療がある場合とない場合）について岡山の歯科医師が詳しく解説します,https://www.youtube.com/watch?v=KpgqQ5P3e1A,,474.0,
EkSGYn1Y8e8,オールオン４やるならいつ？,https://www.youtube.com/watch?v=EkSGYn1Y8e8,,446.0,
